Number,Timestamp,Gender,Age,Breed,Household Cats,Housing,Area,Ext,Obs,Shy,Calm,Scared,Intelligent,Vigilent,Persistent,Affectionate,Friendly,Solitary,Rough,Dominant,Aggressive,Impulsive,Predictable,Distracted,Abundance,PredBirds,PredMamm,Additional Comments
2599,2021-02-18 12:22:44 UTC,M,[2-10],MCO,1,ANB,U,0,3,3,3,5,5,5,3,5,4,1,4,5,1,4,4,5,1,0,0,
26,2021-02-15 21:54:03 UTC,F,[2-10],BIR,2,AWB,U,0,2,3,4,3,5,5,3,5,2,1,1,4,4,1,4,4,DK,0,0,
260,2021-03-06 23:51:45 UTC,M,<1,EUR,2,IH,R,0,2,1,1,3,4,1,4,5,5,2,3,3,3,3,5,5,3,4,2,
2600,2021-02-18 12:49:27 UTC,F,[1-2],BEN,3,SH,PU,2,2,2,4,2,5,4,4,2,4,4,2,2,2,2,2,4,1,0,1,
2601,2021-02-18 16:10:32 UTC,M,[2-10],MCO,4,AWB,U,0,2,4,5,1,4,4,1,5,1,3,1,1,1,1,5,3,1,0,0,
2602,2021-02-18 16:50:26 UTC,M,>10,NR,2,AWB,U,0,3,1,5,1,5,3,1,5,5,3,1,1,1,1,1,1,1,0,0,
2603,2021-02-18 17:27:36 UTC,F,[2-10],BIR,1,ANB,U,0,1,4,4,3,4,4,4,4,4,4,2,3,3,2,4,3,1,0,0,
2604,2021-02-18 17:27:40 UTC,M,[1-2],MCO,2,SH,U,2,2,1,4,1,5,5,4,5,5,2,2,1,1,1,3,1,1,0,0,
2605,2021-02-18 17:28:29 UTC,M,<1,MCO,1,ANB,PU,0,2,2,3,3,4,4,5,5,5,1,1,2,2,2,4,4,1,0,0,
2606,2021-02-18 17:29:46 UTC,F,[2-10],Other,2,SH,U,2,1,1,3,1,4,1,3,1,1,5,4,5,5,3,4,3,1,0,0,
2607,2021-02-18 18:24:54 UTC,M,<1,MCO,5+,SH,U,1,2,1,4,1,5,3,4,5,4,1,2,3,1,2,3,2,1,0,0,
2608,2021-02-18 19:51:00 UTC,F,>10,EUR,1,AWB,PU,1,2,5,4,3,4,3,5,5,2,2,4,3,3,4,4,2,1,0,0,
2609,2021-02-18 20:49:51 UTC,M,[1-2],MCO,1,SH,U,0,2,1,4,2,4,3,4,3,4,2,1,1,1,1,3,3,1,0,0,
261,2021-03-07 07:09:46 UTC,M,[1-2],NR,1,IH,R,2,2,1,4,4,5,4,4,5,4,3,2,1,2,2,4,4,3,4,4,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 23 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2610,2021-02-18 23:13:19 UTC,M,[2-10],MCO,1,AWB,PU,1,2,1,5,2,5,4,5,5,4,3,1,3,2,2,3,2,1,0,2,
2611,2021-02-19 00:25:15 UTC,M,<1,EUR,3,AWB,PU,2,2,5,3,2,4,4,4,5,2,4,1,1,1,1,3,4,1,0,0,
2612,2021-02-19 09:22:41 UTC,M,[2-10],PER,1,ANB,U,0,2,2,4,2,4,3,3,5,4,2,3,3,2,3,3,4,1,0,0,
2613,2021-02-19 09:57:01 UTC,M,[2-10],PER,4,SH,PU,1,2,4,4,2,4,5,3,5,3,2,1,1,1,1,3,4,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 23 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2614,2021-02-19 15:21:05 UTC,M,[2-10],MCO,3,SH,R,0,2,1,4,1,5,5,5,5,5,4,1,2,3,2,2,2,1,0,1,
2615,2021-02-19 17:38:29 UTC,F,<1,BEN,1,AWB,U,1,2,1,2,3,4,4,4,5,5,1,3,3,3,4,3,4,1,0,0,
2616,2021-02-23 10:11:07 UTC,M,[1-2],MCO,2,AWB,PU,0,2,2,4,2,4,3,2,5,4,1,2,2,2,1,2,4,1,0,0,
2617,2021-02-23 10:12:47 UTC,F,[2-10],MCO,2,AWB,PU,0,2,1,4,2,5,4,4,4,2,2,2,4,4,2,2,4,1,0,0,
2618,2021-03-06 14:49:32 UTC,M,<1,BRI,1,SH,U,0,3,4,4,3,5,4,5,5,2,1,1,1,1,1,4,4,1,0,0,
2619,2021-03-06 14:50:13 UTC,F,[2-10],BRI,1,AWB,U,1,3,1,4,1,5,5,5,5,5,2,1,3,1,1,5,3,1,0,0,
262,2021-03-07 08:21:23 UTC,M,>10,EUR,1,IH,PU,3,3,1,4,2,4,4,5,5,3,3,1,5,5,3,3,4,3,4,4,
2620,2021-03-06 14:57:39 UTC,F,[2-10],EUR,5+,AWB,PU,0,2,2,4,1,5,5,5,5,4,2,1,5,1,1,4,3,1,0,0,
2621,2021-03-06 15:09:33 UTC,F,[1-2],BRI,1,SH,R,0,1,1,2,2,4,4,4,4,1,1,1,1,1,1,1,1,1,0,0,
2622,2021-03-06 15:12:07 UTC,M,[2-10],BRI,2,SH,U,0,2,1,4,1,4,3,5,5,5,2,3,5,4,4,4,3,1,0,0,
2623,2021-03-06 15:12:57 UTC,F,[2-10],BRI,3,IH,R,0,1,3,5,3,3,2,3,5,4,2,1,2,2,1,4,4,1,0,0,
2624,2021-03-06 15:13:03 UTC,F,<1,Other,1,AWB,U,1,2,1,3,4,5,3,5,5,5,2,1,1,1,4,3,4,1,0,0,
2625,2021-03-06 15:18:44 UTC,F,[2-10],BRI,1,ANB,U,0,3,4,5,2,3,4,2,5,2,2,1,2,2,2,4,4,1,0,0,
2626,2021-03-06 15:19:19 UTC,M,[1-2],BRI,1,ANB,U,0,2,5,3,4,5,5,5,5,3,3,1,3,1,4,4,5,1,0,0,
2627,2021-03-06 15:26:36 UTC,F,[2-10],Other,1,AWB,U,0,2,4,4,3,4,4,3,4,3,4,3,3,3,3,3,3,1,0,0,
2628,2021-03-06 15:26:45 UTC,M,<1,EUR,1,AWB,U,0,2,4,4,1,5,4,4,5,1,2,2,1,1,3,4,3,1,0,0,
2629,2021-03-06 15:33:10 UTC,M,<1,BRI,1,AWB,U,1,3,1,3,2,4,3,3,4,5,2,3,3,2,3,3,4,1,0,0,
263,2021-03-07 17:28:35 UTC,F,[2-10],EUR,2,IH,PU,2,1,4,4,4,3,4,2,3,1,3,1,1,1,1,3,3,3,4,1,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 22 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2630,2021-03-06 15:45:54 UTC,F,[1-2],BRI,2,AWB,PU,0,2,2,3,4,4,3,4,3,3,2,3,3,2,3,2,4,1,0,0,
2631,2021-03-06 15:46:29 UTC,F,<1,BRI,1,AWB,PU,1,2,2,4,4,3,4,4,3,4,4,4,3,2,4,2,4,1,0,0,
2632,2021-03-06 15:55:36 UTC,F,<1,BRI,1,AWB,PU,1,3,1,5,5,4,4,4,5,4,3,1,1,1,1,1,4,1,0,0,
2633,2021-03-06 16:01:30 UTC,M,[2-10],BRI,1,AWB,U,1,2,4,5,3,4,5,4,4,4,3,1,1,3,1,4,3,1,0,0,
2634,2021-03-06 16:13:38 UTC,M,[1-2],BRI,1,AWB,U,0,2,4,4,4,5,5,5,4,1,4,1,1,1,2,4,2,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 22 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2635,2021-03-06 16:19:37 UTC,M,[2-10],Other,2,AWB,PU,0,2,1,5,1,4,3,3,5,4,1,1,2,1,1,5,5,1,0,0,
2636,2021-03-06 16:37:54 UTC,M,[2-10],BRI,1,ANB,U,0,1,4,4,3,4,2,3,4,3,4,1,1,3,2,4,2,1,0,0,
2637,2021-03-06 16:38:39 UTC,F,[2-10],BRI,1,AWB,PU,0,2,4,4,3,4,5,5,2,2,4,1,3,3,4,5,3,1,0,0,
2638,2021-03-06 16:42:24 UTC,M,>10,NR,5+,AWB,R,0,2,4,4,2,4,4,3,5,3,2,3,3,2,4,4,2,1,0,0,
2639,2021-03-06 16:47:46 UTC,F,[1-2],BRI,2,AWB,U,1,1,1,3,1,1,2,2,2,3,1,1,1,1,1,2,2,1,0,0,
264,2021-03-13 13:29:27 UTC,M,[2-10],EUR,2,IH,R,2,3,1,1,1,3,2,3,3,1,1,1,1,1,2,1,2,3,4,4,
2640,2021-03-06 16:58:05 UTC,M,[1-2],BRI,1,AWB,PU,1,2,4,3,4,5,2,5,5,4,4,2,1,3,2,4,5,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 22 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2641,2021-03-06 16:59:46 UTC,M,[2-10],RAG,5+,IH,R,1,2,2,4,1,4,4,4,4,4,1,1,2,1,1,4,2,1,0,0,
2642,2021-03-06 17:01:10 UTC,F,[2-10],BRI,1,AWB,U,1,2,1,4,3,4,4,2,2,4,4,2,3,3,2,4,4,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 21 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2643,2021-03-06 17:24:23 UTC,F,[1-2],EUR,2,SH,U,1,2,5,5,3,5,5,4,3,3,3,1,2,3,1,3,3,1,0,0,
2644,2021-03-06 17:26:00 UTC,M,[2-10],BRI,2,ANB,U,0,2,4,5,2,4,4,4,3,3,4,2,4,5,1,5,1,1,0,0,
2645,2021-03-06 17:26:39 UTC,M,[2-10],EUR,1,AWB,U,0,2,4,4,3,4,2,3,5,1,2,1,3,3,1,5,4,1,0,0,
2646,2021-03-06 17:31:13 UTC,M,<1,EUR,1,AWB,U,0,2,3,1,1,2,2,5,5,4,1,3,1,1,4,5,5,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 21 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2647,2021-03-06 17:34:16 UTC,F,<1,EUR,1,AWB,U,0,2,2,2,3,5,5,5,4,5,3,3,1,3,3,4,4,1,0,0,
2648,2021-03-06 17:34:56 UTC,F,[2-10],EUR,2,AWB,U,2,1,2,3,3,4,5,3,5,3,3,3,3,3,4,3,2,1,0,0,
2649,2021-03-06 17:35:16 UTC,M,[1-2],EUR,1,AWB,U,2,2,1,5,5,5,4,4,5,4,3,1,3,5,4,4,4,1,0,0,
265,2021-03-13 13:47:59 UTC,F,[2-10],NR,2,ANB,U,2,3,1,5,2,5,5,5,5,5,2,2,5,1,1,5,3,3,4,4,
2650,2021-03-06 17:35:53 UTC,F,>10,NR,1,AWB,U,1,2,1,5,3,5,5,5,5,4,4,1,3,3,1,5,5,1,0,0,
2651,2021-03-06 17:36:30 UTC,F,<1,NR,1,AWB,R,0,3,3,2,3,3,4,3,4,3,1,1,1,1,2,3,4,1,0,0,
2652,2021-03-06 17:41:18 UTC,F,<1,EUR,1,ANB,U,1,2,1,1,1,5,5,5,5,5,1,5,1,1,1,1,3,1,0,0,
2653,2021-03-06 17:41:52 UTC,M,[2-10],NR,1,SH,PU,1,2,4,3,4,4,4,4,4,1,3,1,1,3,1,4,1,1,0,0,
2654,2021-03-06 17:44:08 UTC,M,[2-10],EUR,2,ANB,U,0,2,3,4,3,5,4,5,5,2,2,2,5,3,4,5,5,1,0,0,
2655,2021-03-06 17:48:10 UTC,M,<1,EUR,1,AWB,U,2,3,1,4,3,3,4,5,2,5,4,4,3,3,5,4,2,1,0,0,
2656,2021-03-06 17:53:41 UTC,F,[1-2],EUR,2,AWB,U,0,3,2,4,2,4,3,4,5,4,2,2,2,2,2,4,3,1,0,0,
2657,2021-03-06 17:54:25 UTC,F,>10,EUR,1,ANB,U,0,2,1,4,3,5,4,5,4,4,3,3,3,3,4,4,3,1,0,0,
2658,2021-03-06 17:54:56 UTC,F,[2-10],EUR,2,AWB,U,0,3,4,4,3,3,4,4,5,2,4,3,4,2,2,3,3,1,0,0,
2659,2021-03-06 17:55:11 UTC,M,[2-10],EUR,4,SH,PU,0,2,3,4,1,5,4,4,4,2,2,1,4,2,3,4,2,1,0,0,
266,2021-03-13 13:48:01 UTC,M,[1-2],EUR,1,SH,R,2,2,1,2,3,2,2,2,2,2,1,3,3,3,1,1,2,3,4,4,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 20 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2660,2021-03-06 17:56:34 UTC,F,[2-10],NR,1,AWB,U,2,2,4,4,3,4,4,4,4,1,3,1,1,3,3,3,3,1,0,0,
2661,2021-03-06 17:57:17 UTC,M,<1,EUR,1,ANB,U,0,3,3,4,4,4,3,5,4,4,2,4,4,2,3,4,5,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 20 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2662,2021-03-06 17:58:03 UTC,F,>10,NR,1,ANB,U,0,2,4,4,1,5,5,3,4,1,4,1,1,1,3,3,3,1,0,0,
2663,2021-03-06 18:00:23 UTC,M,[1-2],SPH,1,AWB,U,1,3,1,3,4,4,3,4,3,4,4,3,4,4,3,3,4,1,0,1,
2664,2021-03-06 18:03:46 UTC,M,[1-2],EUR,1,ANB,U,0,3,2,3,3,5,5,5,5,4,3,2,3,2,3,3,3,1,0,0,
2665,2021-03-06 18:05:42 UTC,M,<1,EUR,1,AWB,U,0,2,1,1,3,2,4,4,4,4,2,4,3,3,4,2,2,1,0,0,
2666,2021-03-06 18:07:00 UTC,M,<1,EUR,1,AWB,PU,1,2,1,4,1,3,4,4,5,5,2,1,2,1,2,4,5,1,0,0,
2667,2021-03-06 18:07:22 UTC,M,<1,EUR,1,IH,R,0,1,2,2,2,4,2,4,4,5,2,2,2,1,1,3,3,1,0,0,
2668,2021-03-06 18:10:51 UTC,F,[2-10],Other,1,SH,R,2,2,4,4,4,4,4,3,4,4,3,1,2,3,2,4,4,1,0,0,
2669,2021-03-06 18:11:34 UTC,M,[1-2],Other,2,ANB,U,0,2,4,3,4,4,5,5,3,2,2,2,2,2,2,2,4,1,0,0,
267,2021-03-13 13:58:33 UTC,M,[2-10],Other,4,SH,PU,3,2,2,4,1,5,4,4,3,2,3,4,5,2,3,3,2,3,4,4,
2670,2021-03-06 18:13:46 UTC,M,<1,EUR,1,AWB,U,1,3,4,3,3,5,5,5,5,3,3,3,4,3,3,5,5,1,0,0,
2671,2021-03-06 18:20:31 UTC,F,[2-10],NR,5+,ANB,U,0,3,4,4,4,5,5,5,5,2,3,1,1,3,2,3,2,1,0,0,
2672,2021-03-06 18:30:54 UTC,F,[1-2],NR,1,ANB,PU,0,3,3,2,2,4,1,4,4,3,3,3,4,5,4,4,4,1,0,0,
2673,2021-03-06 18:36:46 UTC,F,<1,BRI,1,AWB,R,2,1,4,4,4,5,4,4,5,3,3,2,2,3,2,4,3,1,0,0,
2674,2021-03-06 18:38:47 UTC,M,<1,BRI,1,AWB,U,1,2,1,3,1,4,2,3,5,4,2,1,2,2,4,4,4,1,0,0,
2675,2021-03-06 18:45:27 UTC,M,[1-2],EUR,1,AWB,PU,2,2,4,4,3,5,5,5,5,5,2,3,3,3,3,3,4,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 20 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2676,2021-03-06 18:46:03 UTC,F,<1,Other,1,ANB,PU,0,2,2,3,2,5,3,4,5,4,2,2,2,2,4,5,5,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 19 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2677,2021-03-06 18:47:49 UTC,M,[2-10],BRI,1,SH,U,0,2,4,4,5,5,5,5,5,2,3,1,5,5,3,3,3,1,0,0,
2678,2021-03-06 18:53:45 UTC,F,[2-10],EUR,1,ANB,U,0,2,4,2,4,4,4,3,4,1,4,3,4,3,4,4,4,1,0,0,
2679,2021-03-06 18:54:32 UTC,F,[2-10],EUR,2,AWB,U,1,2,5,4,3,5,5,3,4,1,5,1,2,3,2,4,1,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 19 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
268,2021-03-13 15:25:23 UTC,M,<1,EUR,2,SH,R,3,3,1,2,1,3,1,3,1,5,3,4,3,2,4,1,4,3,4,4,
2680,2021-03-06 18:56:21 UTC,M,<1,EUR,2,AWB,U,2,2,1,1,1,5,3,4,5,5,1,1,1,1,4,4,4,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 18 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2681,2021-03-06 18:58:29 UTC,F,[2-10],EUR,1,AWB,PU,1,2,1,5,1,5,5,5,4,5,3,2,5,5,5,3,4,1,0,1,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 18 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2682,2021-03-06 18:59:00 UTC,M,<1,Other,1,AWB,U,0,3,2,2,3,4,5,5,2,4,2,1,3,3,4,4,4,1,0,0,
2683,2021-03-06 19:09:06 UTC,F,[2-10],NR,1,IH,PU,0,2,2,5,4,4,4,3,4,5,2,1,1,3,2,5,3,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 18 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2684,2021-03-06 19:18:18 UTC,M,[2-10],EUR,1,AWB,PU,1,2,1,5,2,5,3,4,5,4,2,1,1,2,1,5,3,1,0,0,
2685,2021-03-06 19:26:29 UTC,M,[2-10],EUR,2,ANB,U,0,3,4,4,4,5,5,3,5,2,1,1,1,1,1,5,5,1,0,0,
2686,2021-03-06 19:28:19 UTC,M,[1-2],EUR,1,SH,R,2,3,4,3,4,5,4,3,4,3,5,2,3,2,4,2,4,1,0,0,
2687,2021-03-06 19:40:22 UTC,M,<1,BRI,1,SH,PU,1,2,2,4,3,3,3,3,4,4,2,2,4,3,3,3,4,1,0,0,
2688,2021-03-06 19:42:20 UTC,F,[2-10],NR,1,AWB,PU,1,2,5,5,4,5,4,3,4,1,5,1,4,3,4,2,3,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 17 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2689,2021-03-06 19:45:32 UTC,F,<1,EUR,1,SH,U,1,3,3,4,4,4,5,3,4,2,5,1,3,1,1,3,4,1,0,0,
269,2021-03-13 17:18:33 UTC,M,[2-10],EUR,5,IH,R,2,2,5,5,3,4,4,4,5,1,5,1,1,1,3,3,2,3,4,4,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 17 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2690,2021-03-06 19:48:20 UTC,F,[2-10],EUR,2,ANB,U,0,2,1,4,3,4,4,4,4,4,4,1,1,1,1,4,1,1,0,0,
2691,2021-03-06 19:51:50 UTC,M,<1,NR,1,AWB,U,1,3,1,3,3,4,4,3,5,5,2,4,4,3,4,4,4,1,0,0,
2692,2021-03-06 19:55:53 UTC,F,[2-10],EUR,2,SH,U,1,2,2,4,4,3,4,3,4,4,1,1,2,3,2,3,4,1,0,0,
2693,2021-03-06 20:02:14 UTC,F,[2-10],EUR,2,AWB,PU,2,2,2,3,4,2,3,3,3,4,2,2,1,4,2,3,2,1,0,0,
2694,2021-03-06 20:27:56 UTC,F,[2-10],BIR,4,SH,PU,1,3,2,2,1,1,1,2,3,2,2,1,1,2,1,2,2,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 16 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2695,2021-03-06 20:30:02 UTC,F,>10,EUR,4,SH,PU,1,3,4,4,1,4,4,4,4,4,4,4,4,4,4,4,1,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 16 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2696,2021-03-06 20:31:53 UTC,F,[1-2],BEN,4,SH,PU,1,3,1,1,2,4,4,4,3,4,1,3,1,1,4,4,4,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 16 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2697,2021-03-06 20:33:45 UTC,F,<1,BRI,4,SH,PU,1,3,4,4,3,1,1,1,4,4,1,1,1,1,1,4,4,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 15 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2698,2021-03-06 20:38:12 UTC,F,[1-2],EUR,1,SH,U,2,3,4,4,1,4,4,4,2,2,3,2,4,3,4,4,3,1,0,1,
2699,2021-03-06 20:38:44 UTC,F,[1-2],MCO,5+,IH,R,1,2,1,3,4,5,3,5,4,4,3,5,2,4,4,3,5,1,0,0,
27,2021-02-16 01:41:23 UTC,F,[1-2],PER,1,AWB,U,2,2,1,4,2,4,2,4,3,5,4,2,2,2,2,4,3,DK,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 15 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
270,2021-03-13 18:10:03 UTC,M,[1-2],EUR,1,SH,R,3,2,4,2,3,4,4,4,5,2,2,1,2,2,2,4,3,3,4,4,
2700,2021-03-06 21:01:59 UTC,M,[1-2],EUR,2,AWB,U,0,3,1,5,2,5,5,5,5,5,2,2,3,1,2,3,1,1,0,0,
2701,2021-03-06 21:02:02 UTC,F,[1-2],EUR,1,AWB,U,1,2,4,3,3,4,4,4,5,4,2,1,1,3,3,3,3,1,0,0,
2702,2021-03-06 21:06:27 UTC,M,<1,DK,1,ANB,R,0,2,2,2,3,3,2,3,3,2,1,2,1,3,1,2,2,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 14 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2703,2021-03-06 21:10:32 UTC,M,[2-10],EUR,1,SH,R,0,1,3,1,1,1,4,2,1,1,3,5,5,4,4,3,5,1,0,0,
2704,2021-03-06 22:00:27 UTC,M,<1,BRI,1,SH,U,2,2,2,5,2,3,3,4,4,4,4,1,2,2,2,4,4,1,0,0,
2705,2021-03-06 22:05:44 UTC,F,[1-2],NR,1,SH,U,2,1,1,2,1,3,4,5,3,2,3,5,5,5,5,3,3,1,0,0,
2706,2021-03-06 22:24:13 UTC,M,[2-10],NR,1,AWB,U,0,2,3,5,3,4,4,3,4,3,4,2,3,3,2,4,4,1,0,0,
2707,2021-03-06 22:30:43 UTC,F,[2-10],NR,1,AWB,U,2,2,4,2,4,3,3,2,3,2,2,3,3,4,4,3,3,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 14 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2708,2021-03-06 22:37:18 UTC,M,[2-10],EUR,1,IH,U,2,1,4,2,5,4,2,2,4,4,4,1,3,1,3,2,2,1,0,0,
2709,2021-03-06 22:51:59 UTC,M,<1,DK,1,IH,PU,0,3,1,2,3,1,1,1,1,1,1,3,1,1,3,3,3,1,0,0,
271,2021-03-13 19:40:49 UTC,M,[1-2],EUR,3,IH,R,4,2,1,3,2,5,5,4,3,1,4,2,4,2,3,3,2,3,4,4,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 14 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2710,2021-03-06 22:59:26 UTC,M,<1,BRI,2,SH,U,0,3,1,2,2,5,3,4,5,5,1,2,2,1,4,4,3,1,0,0,
2711,2021-03-06 23:14:30 UTC,F,[2-10],MCO,3,ANB,U,0,2,2,5,2,4,3,4,4,3,2,1,2,2,1,3,3,1,0,0,
2712,2021-03-06 23:20:45 UTC,M,[2-10],NR,1,AWB,R,1,2,4,4,1,4,4,5,5,5,5,3,3,1,4,1,5,1,0,0,
2713,2021-03-06 23:30:20 UTC,F,<1,NR,2,AWB,PU,0,3,4,2,3,2,3,5,4,4,2,1,1,1,1,3,3,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 13 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
