Number,Timestamp,Gender,Age,Breed,Household Cats,Housing,Area,Ext,Obs,Shy,Calm,Scared,Intelligent,Vigilent,Persistent,Affectionate,Friendly,Solitary,Rough,Dominant,Aggressive,Impulsive,Predictable,Distracted,Abundance,PredBirds,PredMamm,Additional Comments
2226,2021-03-13 16:37:33 UTC,M,>10,BRI,2,SH,PU,1,1,4,5,1,4,3,5,5,3,4,1,1,1,1,4,3,2,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 05 MINUTES 15 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2738,2021-03-07 10:26:47 UTC,F,[1-2],BRI,1,AWB,U,1,2,4,4,4,4,4,4,4,4,3,3,4,5,3,5,3,1,0,0,
1947,2021-03-06 16:57:05 UTC,F,[1-2],BRI,1,AWB,U,0,2,2,4,2,5,5,5,4,4,2,1,1,1,2,4,5,2,0,0,
1659,2021-03-06 16:02:56 UTC,F,[2-10],BRI,1,SH,U,2,1,4,5,5,4,3,2,3,4,1,1,1,1,1,4,2,2,1,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 06 MINUTES 16 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2093,2021-03-08 06:57:13 UTC,M,<1,BRI,1,AWB,PU,0,2,4,4,5,4,4,4,3,4,4,2,2,4,2,4,4,2,0,0,
1105,2021-03-06 21:14:20 UTC,M,[2-10],BRI,2,SH,R,0,2,1,4,3,3,5,4,5,4,2,2,5,1,2,4,1,3,0,0,
2447,2021-03-06 14:47:39 UTC,M,[2-10],BRI,1,SH,PU,1,2,1,4,1,5,5,5,4,2,2,4,4,4,4,4,2,1,1,1,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 44 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2000,2021-03-06 19:08:44 UTC,F,[2-10],BRI,5+,AWB,PU,0,3,1,3,1,5,5,5,5,4,1,1,1,1,1,3,1,2,0,0,
91,2021-03-06 19:13:17 UTC,F,[2-10],BRI,4,ANB,R,0,2,1,4,1,3,4,3,5,4,2,3,3,3,3,2,4,DK,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 02 MINUTES 20 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2516,2021-02-13 14:48:39 UTC,M,[2-10],BRI,1,AWB,U,0,2,3,2,1,4,4,4,3,3,4,3,4,3,4,4,1,1,0,0,
1085,2021-03-06 19:03:38 UTC,F,[2-10],BRI,2,IH,R,1,1,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,3,0,0,
1232,2021-03-09 11:21:17 UTC,M,[2-10],BRI,2,SH,R,3,2,3,3,1,3,4,3,3,3,4,3,4,3,3,3,4,3,0,1,
1062,2021-03-06 18:12:46 UTC,F,[1-2],BRI,1,IH,R,0,2,2,5,3,5,5,5,4,5,4,1,2,3,3,3,3,3,0,0,
1932,2021-03-06 15:08:49 UTC,M,[1-2],BRI,2,ANB,R,0,2,1,2,1,4,2,5,3,3,2,5,5,4,5,2,4,2,0,0,
1094,2021-03-06 19:56:14 UTC,F,>10,BRI,2,IH,R,0,2,1,5,2,3,2,4,5,5,1,5,2,2,1,3,4,3,0,0,
1113,2021-03-06 22:30:57 UTC,F,[2-10],BRI,2,AWB,U,1,3,5,5,2,4,5,3,2,1,4,1,1,1,2,4,2,3,0,0,
2687,2021-03-06 19:40:22 UTC,M,<1,BRI,1,SH,PU,1,2,2,4,3,3,3,3,4,4,2,2,4,3,3,3,4,1,0,0,
1589,2021-03-06 19:12:32 UTC,F,[2-10],BRI,2,IH,R,3,3,1,2,2,4,4,4,2,4,1,1,3,3,2,4,1,2,3,1,
2272,2021-03-13 19:46:05 UTC,F,[2-10],BRI,3,AWB,U,0,2,4,4,3,4,4,4,4,2,1,1,3,2,4,2,3,2,0,0,
1066,2021-03-06 18:19:02 UTC,M,[1-2],BRI,2,IH,R,0,3,2,5,1,5,4,5,5,4,2,1,1,1,1,4,1,3,0,0,
1942,2021-03-06 15:42:50 UTC,M,<1,BRI,1,IH,R,1,2,1,3,3,4,4,2,4,4,1,1,1,1,1,1,4,2,0,0,
1077,2021-03-06 18:39:02 UTC,M,[2-10],BRI,1,AWB,PU,3,3,5,3,4,3,3,1,4,4,3,1,2,4,2,5,2,3,0,0,IHaule all the time
1037,2021-03-06 17:23:35 UTC,M,<1,BRI,1,IH,U,1,2,2,4,1,4,4,4,4,2,4,2,2,1,1,3,4,3,0,0,
1032,2021-03-06 16:58:41 UTC,F,<1,BRI,1,IH,R,0,2,3,3,4,4,2,4,5,4,3,2,3,3,3,3,4,3,0,0,
2697,2021-03-06 20:33:45 UTC,F,<1,BRI,4,SH,PU,1,3,4,4,3,1,1,1,4,4,1,1,1,1,1,4,4,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 15 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1941,2021-03-06 15:38:35 UTC,F,[1-2],BRI,1,SH,PU,1,3,4,4,4,5,4,5,5,2,4,1,1,1,1,1,4,2,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 05 MINUTES 47 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2737,2021-03-07 09:58:31 UTC,M,[1-2],BRI,1,AWB,U,0,2,2,3,1,4,4,5,4,3,2,3,4,1,5,4,4,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 11 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1840,2021-02-16 10:06:01 UTC,F,[2-10],BRI,5+,IH,PU,2,2,2,5,3,4,4,2,4,5,2,1,1,1,1,4,4,2,0,1,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 05 MINUTES 58 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1658,2021-03-06 15:28:14 UTC,M,[2-10],BRI,1,SH,R,1,2,1,5,2,4,3,3,5,4,1,1,1,1,1,5,4,2,1,4,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 06 MINUTES 17 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
591,2021-03-06 16:17:14 UTC,F,[1-2],BRI,1,SH,U,2,2,2,4,2,3,2,3,4,4,2,2,3,3,2,4,3,3,1,1,
111,2021-03-07 10:10:13 UTC,M,<1,BRI,2,ANB,U,0,2,1,3,2,4,5,5,3,5,4,1,1,1,2,3,5,DK,0,1,
2787,2021-03-08 00:32:23 UTC,M,<1,BRI,1,AWB,U,1,2,2,5,3,5,4,4,5,4,2,3,3,3,3,2,4,1,0,0,
2632,2021-03-06 15:55:36 UTC,F,<1,BRI,1,AWB,PU,1,3,1,5,5,4,4,4,5,4,3,1,1,1,1,1,4,1,0,0,
2013,2021-03-06 20:51:24 UTC,M,[1-2],BRI,1,AWB,U,0,3,1,2,3,5,4,4,4,5,2,2,2,1,2,3,4,2,0,0,
73,2021-03-06 17:36:23 UTC,F,<1,BRI,1,IH,R,0,3,4,4,3,4,4,4,4,4,3,2,1,3,2,3,3,DK,0,0,
1021,2021-03-06 15:05:50 UTC,M,[2-10],BRI,3,IH,R,0,2,2,5,1,5,5,5,5,5,1,1,1,1,1,5,2,3,0,0,
2631,2021-03-06 15:46:29 UTC,F,<1,BRI,1,AWB,PU,1,2,2,4,4,3,4,4,3,4,4,4,3,2,4,2,4,1,0,0,
2622,2021-03-06 15:12:07 UTC,M,[2-10],BRI,2,SH,U,0,2,1,4,1,4,3,5,5,5,2,3,5,4,4,4,3,1,0,0,
1933,2021-03-06 15:25:15 UTC,F,[1-2],BRI,1,SH,U,1,3,1,4,4,5,5,4,2,5,4,2,2,5,3,3,4,2,0,0,
2704,2021-03-06 22:00:27 UTC,M,<1,BRI,1,SH,U,2,2,2,5,2,3,3,4,4,4,4,1,2,2,2,4,4,1,0,0,
1416,2021-03-13 19:38:57 UTC,M,[2-10],BRI,5,IH,R,3,2,1,4,1,5,5,5,5,5,4,1,5,1,4,3,1,3,0,4,
1100,2021-03-06 20:56:12 UTC,M,<1,BRI,1,IH,R,0,3,1,4,2,5,5,5,5,5,1,1,2,2,2,2,4,3,0,0,
2800,2021-03-08 13:59:45 UTC,M,<1,BRI,1,AWB,U,0,2,4,4,3,5,4,4,3,5,3,2,2,3,1,4,3,1,0,0,
2012,2021-03-06 20:41:21 UTC,F,[2-10],BRI,1,SH,U,1,2,2,5,2,3,5,3,3,4,3,1,3,3,2,5,2,2,0,0,
2066,2021-03-07 14:38:18 UTC,F,[2-10],BRI,4,AWB,U,1,3,3,5,4,5,5,3,5,2,1,1,3,1,3,5,3,2,0,0,
2060,2021-03-07 11:01:54 UTC,M,[2-10],BRI,5+,SH,PU,0,3,4,5,1,3,4,4,3,1,2,1,5,3,1,5,5,2,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 05 MINUTES 34 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1195,2021-03-07 21:54:05 UTC,F,[2-10],BRI,3,SH,U,0,3,3,4,2,5,5,3,4,3,4,1,1,3,1,1,1,3,0,0,My cat does not go out so he does not hunt but he carries me mice or birds in toys
2618,2021-03-06 14:49:32 UTC,M,<1,BRI,1,SH,U,0,3,4,4,3,5,4,5,5,2,1,1,1,1,1,4,4,1,0,0,
109,2021-03-07 09:16:25 UTC,F,[2-10],BRI,5+,SH,U,0,2,1,4,1,1,2,5,4,4,2,2,5,4,2,4,1,DK,0,0,
2025,2021-03-06 22:34:07 UTC,F,[2-10],BRI,5+,IH,PU,2,2,1,5,1,5,5,5,5,3,4,1,1,1,1,1,5,2,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 05 MINUTES 39 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2710,2021-03-06 22:59:26 UTC,M,<1,BRI,2,SH,U,0,3,1,2,2,5,3,4,5,5,1,2,2,1,4,4,3,1,0,0,
2064,2021-03-07 14:09:06 UTC,M,[2-10],BRI,1,SH,PU,0,2,1,5,4,5,5,5,5,5,1,1,1,1,1,5,1,2,0,0,
1034,2021-03-06 17:17:12 UTC,F,[2-10],BRI,1,IH,R,0,2,1,4,1,3,4,3,4,4,2,1,1,3,2,4,4,3,0,0,
1931,2021-03-06 15:07:17 UTC,F,[2-10],BRI,2,ANB,R,0,2,1,4,4,5,5,5,5,5,2,1,2,2,1,4,2,2,0,0,
2673,2021-03-06 18:36:46 UTC,F,<1,BRI,1,AWB,R,2,1,4,4,4,5,4,4,5,3,3,2,2,3,2,4,3,1,0,0,
1027,2021-03-06 16:22:08 UTC,F,[2-10],BRI,2,IH,PU,0,2,3,5,4,5,5,5,5,4,4,1,4,4,1,4,1,3,0,0,
1102,2021-03-06 21:05:46 UTC,M,[2-10],BRI,1,IH,R,0,2,5,4,3,3,5,4,3,3,5,1,3,3,1,4,2,3,0,0,"Indoor cat, did not see a mouse but his toy mouse, he uses it like a real one It's funny."
592,2021-03-06 16:42:36 UTC,M,[1-2],BRI,2,IH,R,2,2,3,5,1,4,3,5,5,5,4,3,1,2,1,4,2,3,1,4,
2803,2021-03-08 19:11:40 UTC,F,[1-2],BRI,2,SH,PU,2,3,4,5,3,5,5,5,5,5,4,1,1,1,1,5,4,1,0,0,
1205,2021-03-08 03:29:38 UTC,F,[1-2],BRI,1,SH,U,0,1,5,5,3,5,5,4,5,2,5,1,1,3,1,4,1,3,0,0,
123,2021-03-08 08:57:03 UTC,M,<1,BRI,1,ANB,U,0,3,1,4,3,4,4,4,4,5,1,2,3,3,4,4,4,DK,0,0,
1024,2021-03-06 16:08:58 UTC,F,[2-10],BRI,1,ANB,U,2,3,3,2,3,5,3,3,4,2,1,1,3,3,2,3,2,3,0,0,Sleep! She sleeps at least 20 hours a day...
2779,2021-03-07 22:50:19 UTC,M,[2-10],BRI,4,AWB,U,1,2,1,3,1,4,4,4,5,5,3,4,5,2,1,4,2,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 06 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1118,2021-03-06 22:46:24 UTC,M,>10,BRI,4,IH,R,1,2,2,5,1,5,5,4,5,2,2,1,1,1,1,4,2,3,0,1,Very homey
1930,2021-03-06 14:53:53 UTC,M,<1,BRI,1,IH,R,0,3,2,4,3,4,3,3,4,4,4,1,3,3,3,4,3,2,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 05 MINUTES 48 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2621,2021-03-06 15:09:33 UTC,F,[1-2],BRI,1,SH,R,0,1,1,2,2,4,4,4,4,1,1,1,1,1,1,1,1,1,0,0,
1935,2021-03-06 15:29:20 UTC,M,[1-2],BRI,1,AWB,U,0,2,4,5,3,5,5,5,5,3,2,1,3,3,1,3,3,2,0,0,
1033,2021-03-06 17:17:10 UTC,M,<1,BRI,2,IH,PU,0,3,1,4,3,2,2,2,2,4,1,3,3,2,3,3,3,3,0,0,At the moment it is not out
2109,2021-03-09 12:18:52 UTC,F,[2-10],BRI,5+,IH,R,0,3,1,5,1,4,3,3,5,5,3,1,1,1,1,5,4,2,0,0,
2640,2021-03-06 16:58:05 UTC,M,[1-2],BRI,1,AWB,PU,1,2,4,3,4,5,2,5,5,4,4,2,1,3,2,4,5,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 22 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1019,2021-03-06 14:50:28 UTC,M,<1,BRI,3,IH,R,0,3,1,1,1,5,3,2,2,3,2,4,3,1,3,5,3,3,0,0,
2637,2021-03-06 16:38:39 UTC,F,[2-10],BRI,1,AWB,PU,0,2,4,4,3,4,5,5,2,2,4,1,3,3,4,5,3,1,0,0,
2626,2021-03-06 15:19:19 UTC,M,[1-2],BRI,1,ANB,U,0,2,5,3,4,5,5,5,5,3,3,1,3,1,4,4,5,1,0,0,
1929,2021-03-06 14:48:49 UTC,M,<1,BRI,1,AWB,PU,1,2,2,2,2,5,5,5,4,4,4,1,3,3,4,4,3,2,0,0,
1362,2021-03-13 16:55:13 UTC,M,[1-2],BRI,2,AWB,PU,1,2,4,4,4,4,4,4,4,1,4,1,1,1,1,4,4,3,0,0,
2072,2021-03-07 15:44:11 UTC,M,[1-2],BRI,3,SH,U,1,2,1,5,1,5,1,1,4,4,5,4,1,1,1,1,1,2,0,0,
1103,2021-03-06 21:06:52 UTC,M,[1-2],BRI,2,IH,R,0,2,1,3,1,3,3,3,3,3,1,2,3,3,3,3,3,3,0,0,
1226,2021-03-08 21:30:57 UTC,F,[1-2],BRI,2,SH,PU,0,3,2,5,1,5,5,5,5,4,1,1,5,1,1,5,4,3,0,0,
69,2021-03-06 16:28:13 UTC,F,[2-10],BRI,1,SH,U,0,1,4,5,3,4,4,4,5,3,4,1,1,1,1,3,4,DK,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 02 MINUTES 45 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
110,2021-03-07 09:33:41 UTC,M,<1,BRI,1,ANB,U,0,2,1,3,3,4,5,4,4,4,2,1,1,1,2,3,5,DK,0,0,
1090,2021-03-06 19:23:30 UTC,M,<1,BRI,1,SH,PU,1,3,3,4,3,5,5,5,3,3,3,1,1,1,1,1,2,3,0,0,Leash spell in the garden
2639,2021-03-06 16:47:46 UTC,F,[1-2],BRI,2,AWB,U,1,1,1,3,1,1,2,2,2,3,1,1,1,1,1,2,2,1,0,0,
1996,2021-03-06 19:03:14 UTC,F,[2-10],BRI,1,IH,R,1,1,2,4,3,4,4,4,2,4,4,1,1,3,2,4,4,2,0,2,
1987,2021-03-06 18:45:25 UTC,M,[2-10],BRI,2,SH,PU,0,2,2,4,1,5,4,5,5,2,4,2,1,1,1,4,4,2,0,0,
1211,2021-03-08 08:05:14 UTC,M,[1-2],BRI,1,IH,PU,0,2,4,3,4,5,4,4,4,4,3,1,2,1,1,1,1,3,0,0,
682,2021-03-13 13:10:52 UTC,F,[2-10],BRI,5,IH,R,3,2,2,2,4,4,4,5,4,1,4,1,2,2,3,4,3,3,1,4,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 02 MINUTES 46 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2014,2021-03-06 21:11:20 UTC,F,[2-10],BRI,1,SH,U,0,2,2,5,2,5,3,4,5,5,1,1,1,4,5,1,3,2,0,0,
2630,2021-03-06 15:45:54 UTC,F,[1-2],BRI,2,AWB,PU,0,2,2,3,4,4,3,4,3,3,2,3,3,2,3,2,4,1,0,0,
88,2021-03-06 18:43:07 UTC,F,[2-10],BRI,1,ANB,U,0,2,2,4,1,4,5,5,4,2,1,1,1,1,1,4,4,DK,0,0,
2778,2021-03-07 22:30:11 UTC,M,[2-10],BRI,3,SH,U,1,3,1,4,1,5,4,5,5,5,1,1,1,1,1,4,3,1,0,0,
1458,2021-03-13 23:49:37 UTC,F,[2-10],BRI,5+,IH,R,0,1,1,5,1,4,3,3,5,4,2,1,1,1,1,5,3,3,0,0,
2642,2021-03-06 17:01:10 UTC,F,[2-10],BRI,1,AWB,U,1,2,1,4,3,4,4,2,2,4,4,2,3,3,2,4,4,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 21 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1842,2021-02-16 10:48:32 UTC,M,[1-2],BRI,2,SH,PU,0,2,4,4,3,4,4,4,4,2,3,2,2,2,2,3,2,2,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 05 MINUTES 57 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1939,2021-03-06 15:37:39 UTC,F,[1-2],BRI,1,AWB,PU,1,2,4,5,4,4,4,2,5,2,3,1,2,2,1,2,4,2,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 05 MINUTES 47 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1129,2021-03-07 00:02:49 UTC,M,[1-2],BRI,2,IH,R,0,1,3,1,1,1,1,1,1,2,3,2,2,2,2,1,1,3,0,0,
2625,2021-03-06 15:18:44 UTC,F,[2-10],BRI,1,ANB,U,0,3,4,5,2,3,4,2,5,2,2,1,2,2,2,4,4,1,0,0,
2636,2021-03-06 16:37:54 UTC,M,[2-10],BRI,1,ANB,U,0,1,4,4,3,4,2,3,4,3,4,1,1,3,2,4,2,1,0,0,
362,2021-03-13 17:43:13 UTC,F,[1-2],BRI,5+,IH,R,3,3,1,3,1,5,4,3,5,4,2,1,4,2,3,3,2,3,3,4,
1927,2021-03-06 14:43:45 UTC,F,[2-10],BRI,1,AWB,PU,2,1,4,4,3,4,4,2,2,2,4,3,3,3,3,3,3,2,0,0,
97,2021-03-06 20:24:52 UTC,F,<1,BRI,1,AWB,U,0,3,1,1,3,3,2,5,2,4,4,5,3,3,4,2,4,DK,0,0,
81,2021-03-06 18:09:18 UTC,M,<1,BRI,1,AWB,U,0,2,4,4,3,4,5,4,2,1,2,3,3,3,2,4,5,DK,0,0,
2496,2021-02-12 09:20:14 UTC,M,>10,BRI,1,AWB,U,1,2,4,5,3,4,4,2,5,3,4,1,1,1,1,5,3,1,0,0,
1656,2021-03-06 15:17:06 UTC,F,[2-10],BRI,1,SH,U,2,2,2,3,1,4,4,4,3,2,4,3,4,4,4,3,3,2,1,1,
1026,2021-03-06 16:15:15 UTC,F,<1,BRI,1,IH,R,0,2,1,2,3,2,2,4,4,4,5,2,4,3,4,2,2,3,0,0,"British longhair, don't go out at all."
2633,2021-03-06 16:01:30 UTC,M,[2-10],BRI,1,AWB,U,1,2,4,5,3,4,5,4,4,4,3,1,1,3,1,4,3,1,0,0,
1023,2021-03-06 15:22:04 UTC,M,[2-10],BRI,1,IH,PU,0,2,3,5,2,5,4,4,4,4,3,1,3,1,3,4,2,3,0,0,
68,2021-03-06 16:20:45 UTC,M,[2-10],BRI,5+,SH,U,0,2,4,4,4,5,4,5,4,4,3,1,1,1,1,1,1,DK,0,0,
1562,2021-02-10 22:56:46 UTC,M,<1,BRI,1,AWB,U,0,2,2,4,3,5,5,4,4,5,2,1,1,3,1,4,2,3,0,0,
1162,2021-03-07 10:22:14 UTC,F,<1,BRI,1,AWB,PU,0,3,1,2,2,5,3,5,5,4,4,2,3,1,1,1,3,3,0,0,
1993,2021-03-06 19:00:05 UTC,F,<1,BRI,2,SH,PU,0,2,2,2,3,4,3,5,4,3,2,4,4,2,4,2,4,2,0,0,
1943,2021-03-06 15:48:33 UTC,M,>10,BRI,2,SH,R,2,2,4,5,2,5,5,5,5,5,3,1,4,3,2,3,2,2,0,2,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 05 MINUTES 46 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1133,2021-03-07 00:29:03 UTC,M,[2-10],BRI,5+,IH,R,2,1,4,5,1,5,3,3,5,4,2,1,2,1,2,4,2,3,0,0,Cats have access to an outdoor enclosure.
1457,2021-03-13 23:47:51 UTC,F,[2-10],BRI,5+,IH,R,0,2,1,4,4,4,4,5,5,4,4,3,4,4,4,4,1,3,0,0,
1030,2021-03-06 16:40:02 UTC,M,[2-10],BRI,2,IH,R,1,2,1,4,4,3,4,3,5,5,1,1,1,1,1,5,5,3,0,0,
1287,2021-03-13 14:07:32 UTC,M,[2-10],BRI,2,IH,R,1,3,4,5,2,4,5,5,3,1,4,1,1,1,1,4,1,3,0,1,
1936,2021-03-06 15:29:43 UTC,M,<1,BRI,1,SH,U,0,3,2,4,2,4,4,3,3,4,1,2,3,3,4,4,4,2,0,0,
2644,2021-03-06 17:26:00 UTC,M,[2-10],BRI,2,ANB,U,0,2,4,5,2,4,4,4,3,3,4,2,4,5,1,5,1,1,0,0,
2619,2021-03-06 14:50:13 UTC,F,[2-10],BRI,1,AWB,U,1,3,1,4,1,5,5,5,5,5,2,1,3,1,1,5,3,1,0,0,
2027,2021-03-06 22:53:02 UTC,F,[1-2],BRI,3,AWB,U,1,2,3,3,3,3,2,2,3,3,3,1,3,1,1,1,3,2,0,0,
2011,2021-03-06 20:21:04 UTC,M,>10,BRI,3,SH,R,0,3,1,5,1,4,1,1,5,3,4,1,3,1,1,4,1,2,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 05 MINUTES 40 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
593,2021-03-06 16:43:35 UTC,F,[2-10],BRI,2,IH,R,2,2,4,4,2,5,5,5,4,2,5,1,4,4,3,2,2,3,1,2,
631,2021-03-06 22:57:20 UTC,M,[2-10],BRI,3,SH,R,3,2,1,5,1,3,1,1,4,4,4,1,1,1,1,5,3,3,1,1,
2021,2021-03-06 22:14:47 UTC,M,[1-2],BRI,2,AWB,PU,2,3,4,4,2,4,3,4,4,2,3,4,2,2,2,4,2,2,0,0,
1031,2021-03-06 16:53:33 UTC,F,[2-10],BRI,1,SH,PU,0,2,2,4,3,4,4,4,4,1,2,1,3,3,2,4,4,3,0,0,She loves catching flies and spiders
79,2021-03-06 18:00:13 UTC,M,[1-2],BRI,2,SH,PU,0,2,4,4,2,4,5,4,5,4,4,1,2,1,1,4,2,DK,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 02 MINUTES 34 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2623,2021-03-06 15:12:57 UTC,F,[2-10],BRI,3,IH,R,0,1,3,5,3,3,2,3,5,4,2,1,2,2,1,4,4,1,0,0,
1041,2021-03-06 17:33:41 UTC,F,[2-10],BRI,1,AWB,U,1,2,2,4,5,4,5,4,4,4,4,2,4,5,4,3,4,3,0,0,
1709,2021-03-13 14:14:54 UTC,F,[1-2],BRI,2,SH,R,2,2,4,4,2,5,5,4,4,3,4,1,2,1,2,2,1,2,1,1,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 06 MINUTES 10 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2799,2021-03-08 12:48:15 UTC,M,[1-2],BRI,1,ANB,U,1,2,5,5,2,4,5,1,1,1,1,1,1,1,1,3,1,1,0,3,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 03 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1071,2021-03-06 18:31:28 UTC,F,[2-10],BRI,2,SH,PU,1,2,4,4,4,4,3,3,4,1,4,2,1,2,1,3,3,3,0,0,Attached outdoors with 5m leash
