Number,Timestamp,Gender,Age,Breed,Household Cats,Housing,Area,Ext,Obs,Shy,Calm,Scared,Intelligent,Vigilent,Persistent,Affectionate,Friendly,Solitary,Rough,Dominant,Aggressive,Impulsive,Predictable,Distracted,Abundance,PredBirds,PredMamm,Additional Comments
35,305,2,3,6,4,0,1,0,3,5,3,1,5,5,5,5,4,3,3,3,3,2,4,3,3,0,0,291
2190,1047,1,3,6,0,1,2,1,2,4,4,2,5,5,5,5,2,2,1,4,2,2,4,2,1,0,0,195
2564,309,1,1,6,1,1,2,0,3,1,4,1,5,4,4,5,3,4,1,3,1,1,4,2,0,0,0,152
563,200,2,3,6,2,2,1,2,2,4,4,1,5,5,5,4,3,2,1,3,1,3,4,3,2,1,4,291
1882,355,1,3,6,5,2,1,2,2,1,4,1,5,4,5,5,5,2,3,4,2,2,5,2,1,0,0,291
964,296,2,2,6,4,2,1,0,3,1,3,1,4,4,4,4,4,1,1,2,1,1,3,2,2,0,0,47
2020,662,2,2,6,1,1,2,4,2,1,1,2,4,4,3,4,4,1,1,3,1,1,3,4,1,0,0,291
1925,457,2,3,6,1,1,0,0,2,1,5,2,3,3,4,5,5,2,2,2,1,1,5,5,1,0,0,291
2599,383,2,3,6,0,0,2,0,3,3,3,5,5,5,3,5,4,1,4,5,1,4,4,5,0,0,0,291
571,297,2,3,6,3,2,0,2,1,4,4,2,3,5,5,4,1,2,2,2,2,3,2,3,2,1,2,291
2575,331,2,0,6,0,2,0,2,3,1,2,1,1,2,2,2,3,1,1,3,1,1,2,3,0,0,0,291
883,133,2,3,6,1,2,1,2,2,4,2,4,3,4,4,5,4,2,2,5,2,4,4,3,2,0,1,59
1950,536,2,3,6,0,1,2,1,2,5,5,5,5,5,3,5,3,4,1,1,4,1,1,1,1,0,0,291
2094,837,1,3,6,2,2,1,0,2,1,5,1,5,5,5,4,4,2,1,4,4,4,4,3,1,0,0,291
2610,418,2,3,6,0,1,0,1,2,1,5,2,5,4,5,5,4,3,1,3,2,2,3,2,0,0,2,291
2162,972,1,2,6,5,3,1,0,2,1,4,1,5,4,4,5,5,1,1,1,1,1,1,1,1,0,0,291
1338,1104,2,2,6,2,2,0,2,2,2,5,1,5,5,5,5,2,2,3,1,1,1,5,5,2,0,0,291
975,325,2,3,6,1,2,2,1,3,3,4,1,4,3,3,3,4,3,1,3,1,3,3,2,2,0,1,291
2340,1385,1,3,6,5,2,2,0,3,1,2,1,4,4,5,5,5,3,1,1,1,1,1,3,1,0,0,173
739,1152,2,3,6,1,1,0,2,2,1,4,1,3,4,3,3,5,4,2,5,1,3,3,3,2,1,1,291
1255,913,1,3,6,2,2,0,2,2,4,4,1,5,5,5,3,4,1,1,2,2,2,4,3,2,0,0,287
398,400,2,3,6,2,3,0,2,3,3,5,1,5,5,5,4,3,4,1,5,3,2,4,2,2,2,3,291
2825,903,2,0,6,2,3,0,0,2,5,4,1,5,5,4,5,2,2,1,1,1,1,4,4,0,0,0,291
1050,551,1,0,6,2,2,1,1,2,1,1,1,4,1,4,3,4,1,2,3,3,4,4,4,2,0,0,270
1921,452,2,2,6,1,2,1,0,2,1,4,1,5,3,5,4,5,1,1,1,1,1,4,4,1,0,0,291
2883,1012,2,2,6,1,1,0,1,1,1,5,3,5,5,5,4,3,3,1,4,1,2,4,3,0,0,0,291
2478,1535,2,2,6,1,3,1,0,3,1,3,2,4,5,3,5,5,1,1,3,3,5,4,4,0,1,1,161
720,1051,2,3,6,5,2,2,3,2,1,3,2,4,5,5,4,4,5,4,3,5,4,4,3,2,1,3,75
2370,1452,2,3,6,0,1,2,2,3,1,1,4,4,4,5,4,2,3,5,5,4,4,4,3,1,0,0,291
256,607,2,0,6,5,2,1,2,3,1,3,3,5,5,5,5,4,1,2,4,3,3,3,3,2,4,3,291
116,778,1,2,6,0,0,2,0,3,1,4,1,4,4,3,4,4,1,2,3,1,1,2,3,3,0,0,291
162,1098,2,2,6,5,3,2,0,3,4,4,1,5,5,5,5,3,1,1,1,1,1,5,2,3,0,0,243
962,293,2,3,6,5,2,1,3,2,1,4,2,5,4,5,5,5,1,1,1,1,4,5,4,2,0,0,47
1837,221,2,0,6,3,1,0,0,3,2,3,2,4,4,4,5,5,1,3,2,3,4,4,5,1,0,0,291
1923,454,1,2,6,5,2,1,2,2,1,4,1,4,4,5,4,5,4,1,1,1,3,3,3,1,0,1,217
988,356,1,3,6,1,2,2,2,2,2,4,2,5,3,4,5,4,2,1,4,3,3,3,3,2,0,0,291
2083,802,2,3,6,1,3,0,0,2,2,4,2,2,4,3,4,4,1,1,1,1,2,4,4,1,0,0,203
2267,1248,1,3,6,4,3,0,0,1,1,2,1,4,4,5,3,3,4,1,3,3,2,4,3,1,0,0,185
2100,853,2,3,6,4,3,2,3,3,1,4,1,4,4,3,4,5,2,4,4,1,1,4,2,1,0,0,291
1448,1331,2,1,6,1,2,1,0,2,4,5,2,4,5,5,5,3,2,1,4,3,2,4,2,2,0,0,291
519,1464,2,3,6,1,3,0,1,2,4,4,4,4,4,4,2,4,4,2,2,2,2,4,2,2,2,2,89
570,295,2,3,6,0,2,1,2,3,1,1,1,5,5,4,5,5,1,1,4,1,4,4,4,2,1,0,87
1868,314,2,3,6,2,2,0,0,3,2,5,1,4,2,3,5,4,2,1,1,1,1,5,3,1,0,0,291
603,553,1,3,6,3,2,1,2,2,4,4,2,5,5,4,3,3,5,1,5,4,3,3,2,2,1,1,291
1653,386,2,3,6,1,2,1,2,2,1,4,2,5,5,5,5,5,4,1,2,3,2,4,3,1,1,1,291
1474,1394,1,3,6,1,1,1,3,2,2,5,1,2,1,3,5,5,1,1,1,1,2,5,5,2,0,4,263
2368,1444,2,2,6,2,3,0,0,2,1,2,1,5,3,5,5,3,3,2,5,1,3,5,5,1,0,0,291
800,1386,1,3,6,5,3,2,2,2,2,4,1,4,5,5,4,4,1,1,1,1,1,5,4,2,1,1,291
181,1203,1,2,6,0,0,0,0,3,1,5,3,4,4,4,5,5,2,2,3,3,2,2,4,3,0,0,291
574,342,2,3,6,1,2,0,1,2,1,3,1,5,5,5,5,5,1,1,5,1,1,5,5,2,1,2,291
973,322,1,0,6,2,2,1,0,3,1,2,1,5,5,5,5,5,3,1,1,1,2,5,4,2,0,0,291
1387,1209,2,0,6,2,2,1,0,2,1,2,1,5,4,5,5,5,1,1,4,1,4,5,5,2,0,0,291
294,248,2,0,6,5,2,1,1,3,1,1,3,5,5,5,5,1,2,1,2,1,1,5,4,2,3,3,119
2220,1122,2,1,6,5,2,0,0,3,3,4,1,4,4,4,5,4,4,3,4,3,3,4,3,1,0,0,291
2435,384,2,2,6,0,3,1,2,2,4,4,2,3,4,4,4,4,2,3,2,2,2,3,2,0,2,2,291
1007,412,1,0,6,5,2,1,0,2,2,5,1,4,3,4,5,5,3,1,1,1,1,3,3,2,0,0,291
1862,294,2,2,6,1,2,1,2,2,1,1,4,5,4,5,5,4,1,4,4,2,3,2,4,1,0,0,291
2806,872,1,2,6,1,1,2,0,2,1,5,1,5,4,4,4,4,1,1,1,1,1,3,4,0,0,0,291
993,374,1,2,6,3,3,0,0,2,4,3,2,5,5,4,4,2,3,1,1,1,1,2,1,2,0,0,291
2764,791,2,2,6,1,1,2,1,3,1,4,1,5,4,4,4,4,2,1,3,2,2,4,4,0,0,0,137
1647,291,2,3,6,5,3,2,2,3,2,2,1,4,4,3,4,4,2,1,1,1,1,1,4,1,1,0,291
2605,398,2,0,6,0,0,0,0,2,2,3,3,4,4,5,5,5,1,1,2,2,2,4,4,0,0,0,291
1278,943,2,3,6,1,2,2,0,1,3,4,3,5,5,4,5,3,2,1,1,1,1,3,4,2,0,0,291
38,324,2,2,6,1,0,2,0,2,1,4,1,5,5,5,5,3,5,1,2,1,3,5,3,3,0,0,95
3139,98,2,3,6,5,3,0,2,2,3,4,2,4,3,3,5,4,1,2,2,2,2,4,3,0,0,0,291
1580,357,2,2,6,1,2,1,1,2,4,4,2,3,3,3,1,2,4,3,3,2,4,2,4,1,4,4,291
1146,712,2,2,6,1,2,1,2,3,1,5,1,4,4,5,5,5,2,1,2,3,1,3,4,2,0,0,291
2616,458,2,2,6,1,1,0,0,2,2,4,2,4,3,2,5,4,1,2,2,2,1,2,4,0,0,0,291
929,232,2,1,6,5,2,1,2,2,1,3,1,3,1,3,3,3,1,1,3,1,2,2,2,2,0,0,53
1080,601,2,3,6,3,3,0,3,1,5,5,4,4,5,4,5,1,5,1,3,1,1,4,2,2,0,0,291
1421,1270,1,3,6,0,3,2,0,2,4,4,4,5,5,5,5,3,1,1,4,4,3,5,4,2,0,0,291
2558,283,2,2,6,1,1,2,0,2,4,4,1,5,4,2,5,4,1,4,4,3,4,3,4,0,0,0,291
1012,426,1,3,6,5,2,0,0,2,1,4,1,4,5,5,4,4,5,3,5,4,5,5,3,2,0,0,291
149,1017,2,0,6,1,0,2,0,2,1,2,1,4,4,5,3,3,1,3,1,2,3,3,5,3,0,0,291
225,1436,2,0,6,3,0,0,0,2,2,2,2,5,2,4,5,5,1,2,4,2,4,4,4,3,0,0,291
3001,1274,2,3,6,1,1,0,1,2,3,5,2,5,5,4,5,3,4,1,2,1,3,3,5,0,0,1,291
961,290,2,2,6,0,3,2,0,2,3,3,2,3,3,3,2,3,2,1,1,1,1,1,2,2,0,0,48
300,345,2,3,6,0,3,0,3,2,1,4,1,5,5,5,4,3,4,2,4,1,2,4,3,2,3,4,291
1145,710,1,3,6,1,2,1,2,3,4,4,4,5,5,4,5,2,2,1,5,5,4,3,2,2,0,0,291
1886,377,2,3,6,4,2,0,1,3,1,2,1,2,2,2,2,2,1,1,2,3,1,2,3,1,0,0,291
2445,448,1,2,6,1,2,2,1,2,3,1,1,4,3,4,2,3,1,2,4,1,2,4,4,0,1,1,291
3110,1536,1,3,6,0,0,2,0,2,4,5,3,4,4,3,4,2,1,1,1,3,2,4,5,0,0,0,291
1004,409,1,3,6,5,2,1,0,3,4,4,2,5,2,3,5,2,2,2,1,2,1,1,1,2,0,0,255
932,236,2,3,6,0,1,2,2,3,2,5,1,5,4,5,5,4,4,1,1,1,1,4,5,2,0,0,52
95,629,1,0,6,5,2,1,0,3,1,4,1,4,3,3,5,3,3,2,2,2,2,4,4,3,0,0,291
1958,545,2,3,6,2,1,2,1,2,1,2,1,4,5,5,3,2,1,3,1,1,4,2,5,1,0,0,291
2562,304,1,2,6,1,3,0,0,1,2,2,3,4,3,4,3,4,3,4,4,4,4,4,5,0,0,0,153
1914,438,2,3,6,5,2,1,2,3,2,5,2,5,3,4,5,5,3,3,1,1,1,3,4,1,0,0,291
1847,254,1,0,6,0,2,1,0,2,1,1,3,3,1,3,3,2,1,3,2,2,3,2,3,1,0,0,291
2617,459,1,3,6,1,1,0,0,2,1,4,2,5,4,4,4,2,2,2,4,4,2,2,4,0,0,0,291
1427,1293,1,0,6,0,2,1,1,3,4,3,2,5,4,3,5,4,2,1,1,1,1,4,4,2,0,0,291
1749,1426,1,1,6,0,3,1,2,2,4,4,2,4,4,4,4,2,2,2,4,4,2,3,4,1,1,0,291
2594,372,1,2,6,4,1,1,0,2,2,5,1,5,5,5,5,5,1,4,1,1,1,4,1,0,0,0,291
43,362,1,3,6,2,3,2,0,3,1,4,3,5,5,5,5,2,3,1,4,4,3,4,3,3,0,0,93
438,750,2,2,6,0,3,1,3,2,1,4,4,4,3,3,5,2,4,4,4,4,4,2,4,2,2,3,291
1339,1105,2,1,6,0,3,0,2,3,4,5,2,5,5,2,5,4,2,1,4,3,1,4,1,2,0,2,291
1294,978,1,3,6,2,3,0,0,2,4,4,1,5,4,4,3,2,3,1,4,1,1,2,3,2,0,0,291
944,250,1,0,6,2,2,1,0,3,1,5,1,4,4,5,3,4,1,3,1,1,5,1,5,2,0,0,51
3118,16,1,3,6,3,3,0,0,2,1,4,2,5,4,4,5,5,2,1,2,2,3,4,4,0,0,0,291
2133,923,1,3,6,0,3,1,0,3,4,2,4,4,5,4,5,4,1,2,2,2,4,4,2,1,0,0,291
2552,268,2,0,6,3,1,2,1,2,1,4,1,4,5,4,5,4,3,3,4,1,4,4,2,0,0,0,291
2122,905,2,2,6,1,3,0,0,2,4,3,3,4,4,1,4,1,4,3,4,3,3,3,3,1,0,0,291
2182,1027,2,2,6,1,3,2,0,1,2,4,3,4,4,3,5,5,2,2,2,1,3,4,4,1,0,0,291
1690,808,2,3,6,1,2,1,1,2,5,4,3,2,5,1,5,4,3,1,2,2,1,4,3,1,1,0,238
1883,358,2,0,6,5,3,1,0,1,1,1,1,3,1,1,5,5,3,1,1,1,1,3,3,1,0,0,291
2601,394,2,3,6,3,1,2,0,2,4,5,1,4,4,1,5,1,3,1,1,1,1,5,3,0,0,0,291
2607,402,2,0,6,5,3,2,1,2,1,4,1,5,3,4,5,4,1,2,3,1,2,3,2,0,0,0,291
2194,1054,2,3,6,2,1,2,2,2,3,5,2,4,5,3,3,3,2,1,3,1,1,4,3,1,0,0,291
2096,841,1,3,6,2,3,0,0,2,4,4,3,3,4,4,3,4,2,1,1,1,1,3,1,1,0,0,291
977,333,2,3,6,2,2,0,2,2,1,4,1,3,4,4,4,4,1,3,3,4,4,3,4,2,0,0,291
579,370,2,3,6,2,2,1,2,3,4,4,1,4,4,4,5,4,1,2,1,1,2,4,4,2,1,2,291
1863,298,2,3,6,3,2,1,2,3,3,4,1,5,5,5,5,1,1,1,1,1,1,5,1,1,0,0,223
2251,1214,2,0,6,1,3,1,1,2,1,2,1,5,3,5,5,5,1,3,3,1,2,3,5,1,0,0,187
42,338,1,2,6,0,3,0,0,3,2,4,2,5,5,5,5,5,1,1,2,1,2,4,1,3,0,0,291
1845,247,2,3,6,0,3,2,0,3,4,4,3,4,4,4,3,2,1,2,2,3,3,2,3,1,0,0,291
2813,888,2,3,6,1,1,2,2,2,2,2,2,1,1,1,1,2,3,3,3,3,2,3,3,0,0,0,291
1009,415,2,3,6,1,3,0,0,2,4,4,4,5,5,5,5,4,2,1,1,1,1,4,1,2,0,0,262
2499,119,2,0,6,1,3,2,0,2,1,1,1,2,1,1,1,2,1,4,3,1,1,3,2,0,0,0,291
1871,323,2,3,6,2,1,0,2,2,4,2,1,5,5,5,3,1,4,4,5,1,3,5,1,1,0,0,222
2776,815,1,3,6,0,1,2,0,3,2,2,2,5,3,4,5,3,3,2,3,2,3,4,4,0,0,0,291
942,249,2,2,6,2,2,1,0,2,4,2,1,5,4,5,4,4,1,4,3,2,3,4,2,2,0,0,52
443,781,2,0,6,1,3,0,1,3,1,1,2,5,3,5,3,5,3,5,4,1,5,5,5,2,2,2,291
957,275,1,3,6,0,3,0,0,2,1,4,1,5,5,4,5,5,2,1,3,3,3,4,4,2,0,0,291
1865,300,1,0,6,5,1,2,0,3,1,2,1,5,3,4,5,5,1,1,1,1,1,3,1,1,0,0,291
2125,908,1,3,6,0,1,2,1,2,3,4,2,5,4,5,4,4,2,3,4,4,2,3,5,1,0,0,199
1610,365,2,2,6,0,3,2,2,2,2,2,3,5,5,5,3,4,3,4,5,2,4,3,3,1,2,1,244
11,123,0,2,6,2,0,2,0,2,2,3,2,4,2,4,2,4,3,2,4,2,4,2,3,3,0,0,291
2559,286,2,3,6,2,1,1,0,2,1,2,1,5,5,5,5,5,1,1,4,1,1,1,1,0,0,0,291
2221,1127,1,3,6,5,2,0,0,3,4,5,4,4,4,4,4,3,4,2,2,2,2,4,4,1,0,0,291
2180,1025,2,2,6,1,3,1,0,3,4,5,1,1,5,4,5,2,4,4,4,1,3,5,5,1,0,0,291
863,72,1,2,6,2,3,2,2,2,4,2,4,4,4,4,4,4,1,3,4,1,4,1,4,2,0,3,291
994,381,2,3,6,5,2,0,1,2,1,2,1,3,3,3,3,3,3,1,1,1,1,3,3,2,0,0,291
1303,996,2,0,0,0,2,2,0,2,2,2,2,5,4,4,4,4,2,2,4,1,4,2,2,2,0,0,291
1176,772,2,0,0,2,1,0,0,3,1,1,1,5,5,5,5,5,1,1,4,1,5,4,1,2,0,0,291
2110,882,2,2,0,0,1,2,1,3,4,1,3,4,4,3,4,2,1,2,4,4,4,1,4,1,0,0,291
2153,948,1,3,0,1,3,1,0,3,2,3,3,5,4,5,5,3,1,3,3,1,1,4,3,1,0,0,291
2140,932,2,2,0,0,1,2,2,2,1,1,3,5,4,5,4,4,2,2,5,3,4,4,4,1,0,0,291
2859,961,2,0,0,0,0,2,0,2,1,2,3,5,5,4,4,5,2,4,4,3,2,4,4,0,0,0,291
3101,1503,1,0,0,0,1,2,0,3,4,4,3,4,5,5,5,3,3,4,3,3,5,3,4,0,0,0,291
1924,456,1,1,0,1,1,0,0,2,4,5,3,5,5,5,4,4,3,1,4,2,2,5,5,1,0,0,291
1242,895,2,3,0,3,3,0,0,1,2,4,3,4,5,5,5,1,4,3,5,4,4,4,5,2,0,0,291
2545,255,1,3,0,1,1,2,0,3,1,1,1,5,5,5,5,5,1,3,3,4,4,5,1,0,0,0,291
1468,1383,1,2,0,4,2,1,0,2,3,2,1,4,2,4,2,2,1,1,1,1,1,4,4,2,0,0,291
44,364,2,2,0,0,3,0,0,2,5,1,4,4,1,3,4,5,1,1,1,1,4,4,4,3,0,1,291
2165,976,2,3,0,5,3,1,0,3,4,5,2,5,5,5,5,4,2,1,1,1,1,4,4,1,0,0,291
2841,925,1,3,0,1,0,2,0,2,4,4,1,4,4,4,2,4,4,1,2,4,4,2,2,0,0,0,291
2164,974,1,2,0,1,2,2,1,2,2,2,2,5,4,5,3,5,2,3,4,2,4,3,4,1,0,0,291
940,246,1,0,0,1,2,1,1,2,2,2,2,5,4,4,4,3,3,2,4,2,3,3,2,2,0,0,291
2932,1126,1,2,0,0,1,0,0,2,2,1,1,5,4,5,5,5,1,1,3,1,2,4,3,0,0,0,291
1261,924,2,0,0,0,1,2,1,2,1,1,3,5,5,5,5,5,1,4,5,3,5,5,5,2,0,0,291
725,1086,2,2,0,1,3,1,3,2,1,2,1,5,1,4,4,5,1,3,2,1,3,3,4,2,1,3,291
2270,1255,2,3,0,1,3,0,1,2,1,3,2,4,3,4,4,2,1,3,4,4,4,3,2,1,0,0,291
2284,1282,1,2,0,3,0,2,0,2,1,1,1,5,4,5,3,4,1,3,4,1,5,4,4,1,0,0,291
1269,934,1,3,0,2,3,1,0,2,2,5,2,5,5,5,5,1,5,1,1,1,1,5,3,2,0,0,291
954,267,2,3,0,2,3,1,0,2,3,2,3,4,2,4,4,3,1,3,1,1,4,1,4,2,0,0,291
1340,1106,1,3,0,1,3,1,0,2,3,5,3,4,4,4,5,4,3,1,3,1,2,3,2,2,0,0,291
2878,998,2,0,0,0,0,2,0,1,4,2,4,4,3,5,3,4,3,3,4,3,4,4,3,0,0,0,291
709,984,1,3,0,5,2,1,2,1,2,2,2,5,4,4,4,4,2,2,4,3,2,4,3,2,1,0,291
1245,900,1,0,0,1,2,1,0,2,1,2,1,4,2,4,2,4,2,1,4,1,4,2,3,2,0,0,40
2968,1204,2,0,0,0,1,2,1,1,4,4,3,4,4,4,5,1,4,2,3,3,3,3,4,0,0,0,291
981,343,1,3,0,1,2,1,0,1,1,5,3,5,2,5,4,5,2,4,2,1,1,2,5,2,0,0,291
2595,373,1,2,0,1,1,2,2,2,3,2,3,5,4,5,4,4,1,4,4,3,4,1,5,0,0,0,291
2116,897,2,0,0,0,3,0,0,2,2,3,3,4,4,4,4,4,2,2,2,3,3,4,4,1,0,0,291
575,347,2,2,0,0,3,1,2,2,1,3,1,4,3,3,4,4,1,1,1,1,1,4,4,2,1,2,291
1308,1007,2,2,0,1,3,0,1,1,1,4,1,5,5,5,4,2,4,2,4,1,1,4,3,2,0,0,277
2916,1093,1,3,0,0,1,0,0,2,1,3,2,5,4,5,5,4,2,3,5,4,3,4,2,0,0,0,120
1268,933,2,3,0,3,2,0,2,2,1,1,1,5,5,5,3,5,5,2,3,1,5,5,3,2,0,0,291
1859,284,2,0,0,0,3,2,0,3,2,1,2,5,2,5,4,5,1,4,3,3,5,1,3,1,0,0,291
572,320,1,3,0,1,3,1,2,1,2,2,1,4,5,5,4,4,2,3,4,4,3,4,2,2,1,2,291
1706,953,1,1,0,5,2,1,3,3,1,3,1,5,5,4,5,4,2,2,4,3,4,4,3,1,1,1,291
1901,416,1,3,0,2,2,1,0,2,3,4,1,4,4,4,2,2,1,1,3,1,1,1,1,1,0,0,291
3065,1439,2,0,0,0,1,2,0,2,1,1,3,5,2,5,5,5,1,4,2,3,2,4,5,0,0,0,291
785,1332,2,3,0,5,2,0,2,2,1,1,1,5,5,5,5,5,1,1,5,5,5,5,1,2,1,1,291
2161,973,1,0,0,1,1,2,1,3,4,3,1,4,4,4,2,3,3,1,3,1,4,4,3,1,0,0,291
2584,346,2,3,0,5,0,0,0,3,1,2,1,2,3,2,2,4,3,4,4,4,4,3,3,0,0,0,291
1265,928,1,2,0,0,2,1,0,2,3,3,2,4,4,4,4,4,3,3,4,4,4,3,3,2,0,0,291
2696,640,1,2,0,3,3,0,1,3,1,1,2,4,4,4,3,4,1,3,1,1,4,4,4,0,0,0,144
1855,278,1,0,0,0,0,2,0,2,1,3,3,5,4,5,5,5,2,3,3,3,3,3,4,1,0,0,291
2837,916,1,2,0,4,3,1,2,2,4,4,4,4,4,4,2,1,4,4,4,4,4,4,4,0,0,0,291
1413,1260,1,2,0,1,1,0,0,2,1,2,5,5,5,5,5,5,1,4,5,4,4,3,3,2,0,0,10
2458,927,2,2,0,1,1,0,1,2,2,1,3,5,3,3,5,4,1,3,3,1,3,5,3,0,1,0,291
1821,190,2,3,0,2,1,2,1,2,1,2,1,4,3,3,2,4,1,2,2,1,2,4,4,1,0,0,291
45,371,2,3,0,0,0,2,0,2,1,4,3,5,5,5,5,5,3,1,3,2,2,5,3,3,0,0,291
2838,917,1,0,0,1,1,2,1,2,1,2,4,4,4,4,4,4,1,3,3,4,4,2,4,0,0,0,291
444,796,1,3,0,0,2,0,2,2,3,4,2,5,5,5,5,2,2,1,3,3,3,4,3,2,2,4,291
3032,1363,1,3,0,0,1,2,1,2,5,4,5,5,5,5,5,1,2,1,1,4,2,4,4,0,0,0,291
748,1198,1,2,0,0,3,0,2,2,1,4,1,4,4,4,5,4,2,1,2,1,2,4,4,2,1,1,291
2815,891,1,2,0,1,2,1,0,2,1,2,1,5,5,5,5,5,1,1,1,1,1,2,1,0,0,0,131
2177,1021,2,0,0,0,3,0,2,2,1,3,3,5,5,5,5,5,1,3,3,3,1,4,3,1,0,0,196
2571,327,2,2,0,3,3,2,1,3,1,1,1,4,2,4,3,4,1,1,1,1,4,3,4,0,0,0,291
189,1238,2,3,0,5,2,2,0,2,3,3,2,4,5,5,5,5,2,2,4,5,5,5,4,3,0,0,220
2392,1514,1,3,0,0,0,2,1,2,3,4,2,3,4,5,2,4,4,1,3,1,4,4,5,1,0,0,169
2114,892,2,2,0,0,3,1,1,2,1,2,4,5,5,4,5,5,4,3,3,3,3,4,4,1,0,0,291
2273,1265,2,3,0,1,2,1,0,2,1,3,4,4,4,4,4,3,3,1,3,3,1,4,3,1,0,0,291
2254,1219,1,2,0,0,3,0,1,2,1,1,2,4,4,4,3,4,3,3,3,3,4,4,3,1,0,0,187
1856,280,2,3,0,0,1,2,0,2,2,5,2,5,5,5,5,5,4,1,1,2,5,5,4,1,0,0,291
2131,922,1,2,0,1,2,1,2,2,1,2,1,5,5,5,4,4,3,1,1,1,1,1,1,1,0,2,291
1858,282,1,0,0,0,2,1,1,3,1,2,1,5,3,5,5,5,1,3,1,1,1,4,5,1,0,0,224
2150,944,2,2,0,0,3,0,2,3,1,2,5,5,5,5,4,4,1,3,1,2,2,3,4,1,0,0,198
1912,435,2,2,0,0,3,1,0,2,1,3,2,4,4,4,3,4,3,2,2,2,3,3,4,1,0,0,291
2191,1049,1,2,0,0,1,0,1,1,2,3,2,4,4,3,4,4,1,2,2,2,3,4,3,1,0,0,291
3035,1376,2,3,0,1,0,2,0,3,1,2,2,5,3,2,5,5,2,1,4,1,2,3,3,0,0,0,111
2884,1014,1,2,0,0,1,2,0,3,2,4,2,5,4,3,4,4,1,1,1,2,2,4,5,0,0,0,291
2156,965,2,2,0,1,3,0,0,3,1,3,1,4,4,3,4,5,1,3,1,1,4,4,5,1,0,0,291
1336,1101,2,3,0,0,1,2,3,1,2,4,1,5,4,5,3,3,4,3,5,5,3,4,1,2,0,3,291
2261,1226,1,3,0,0,2,1,0,3,3,5,1,5,5,5,5,3,3,1,3,1,4,4,3,1,0,0,186
1891,391,1,2,0,0,0,0,0,2,2,3,2,3,4,4,3,4,3,1,2,1,3,3,3,1,0,0,291
1906,428,1,3,0,4,3,0,1,3,2,4,2,5,5,5,5,4,3,2,2,2,3,3,3,1,0,0,219
1117,673,1,0,0,0,3,2,0,2,2,1,3,5,5,5,3,2,3,4,4,3,3,4,3,2,0,0,12
171,1138,2,3,0,0,3,0,0,3,2,2,3,5,5,5,4,4,4,4,4,2,1,3,1,3,0,0,291
2842,930,2,0,0,0,1,1,2,3,1,3,3,5,5,5,5,2,2,3,4,2,4,3,4,0,0,0,291
2549,261,1,3,0,0,0,2,0,2,2,5,3,5,5,5,5,5,1,1,1,3,1,3,1,0,0,0,154
2117,898,1,2,0,2,1,1,2,2,1,2,1,5,3,4,5,5,1,2,2,1,2,4,4,1,0,0,291
1854,272,1,0,0,1,3,2,1,2,1,1,1,2,2,4,4,4,1,3,1,1,2,4,4,1,0,0,291
3014,1328,2,0,0,0,0,2,1,2,4,3,1,5,5,5,4,2,4,1,1,3,4,4,4,0,0,0,291
783,1320,2,3,0,1,1,2,2,3,1,1,1,5,5,5,5,2,1,1,5,4,2,4,1,2,1,0,291
2523,170,2,1,0,0,1,2,1,3,4,2,3,4,4,5,4,2,4,3,3,3,4,3,4,0,0,0,291
1342,1107,2,3,0,0,1,2,0,2,2,2,2,3,3,4,4,4,1,1,1,1,4,4,4,2,0,0,291
1252,910,2,0,0,2,2,1,0,2,4,4,2,4,4,4,4,4,2,2,2,2,2,4,4,2,0,0,291
140,946,1,1,0,5,2,2,0,3,2,1,2,2,3,3,3,3,1,1,2,2,2,2,3,3,0,0,291
1333,1099,1,3,0,4,3,0,2,2,5,4,5,5,4,4,3,2,2,4,4,5,4,5,1,2,0,1,291
1436,1306,2,0,0,0,2,1,1,2,1,2,2,5,3,5,2,5,2,4,4,3,4,3,5,2,0,0,39
746,1185,2,0,0,0,2,1,2,3,1,3,3,5,4,4,5,5,1,2,4,3,3,4,2,2,1,2,291
2563,307,1,3,0,0,1,2,1,2,2,3,3,5,4,5,5,2,1,4,4,3,3,4,3,0,0,0,153
495,1237,2,3,0,0,2,1,2,2,2,2,4,5,4,4,4,3,2,2,2,3,3,4,2,2,2,3,291
1655,445,2,3,0,1,1,2,3,2,2,2,1,5,4,4,4,3,2,2,5,3,4,3,2,1,1,1,241
236,1524,1,3,0,0,3,2,0,3,4,4,5,4,4,4,5,2,2,3,3,5,3,4,4,3,0,0,291
3063,1435,2,3,0,0,1,2,1,2,1,1,1,4,4,4,4,4,1,1,4,4,1,1,1,0,0,0,291
1895,396,2,2,0,1,3,1,0,2,1,5,3,5,4,5,1,5,1,1,4,3,1,4,1,1,0,0,291
1433,1303,2,3,0,1,3,1,0,2,4,1,3,3,5,4,5,4,1,3,5,3,4,4,4,2,0,0,291
2819,896,2,3,0,1,2,1,0,2,1,2,1,5,5,5,5,4,2,1,2,2,2,3,4,0,0,0,291
2814,890,2,3,0,0,1,1,1,2,1,4,2,5,3,4,3,3,4,2,2,1,4,3,2,0,0,0,291
1899,408,2,3,0,1,1,1,2,2,4,4,1,5,5,5,5,3,2,1,4,1,4,4,4,1,0,3,291
2522,166,1,2,0,1,1,1,2,2,2,4,1,5,5,5,5,3,2,1,4,1,1,4,4,0,0,2,291
